Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
WOODSVALE,"838,000","1,399.32",599,30-Oct-19,9 WOODLANDS DRIVE 72 #01-19,Resale,Strata,130,"6,446",-,Executive Condominium,1,99 yrs from 22/09/1997,2000,HDB,738093,25,73,North Region,Woodlands
PARK GREEN,"1,053,000","1,367.03",770,31-Oct-19,12 RIVERVALE LINK #07-23,Resale,Strata,127,"8,291",-,Executive Condominium,1,99 yrs from 17/08/2001,2004,HDB,545045,19,54,North East Region,Sengkang
AUSTVILLE RESIDENCES,"908,000","1,022.58",888,31-Oct-19,13 SENGKANG EAST AVENUE #08-07,Resale,Strata,95,"9,558",-,Executive Condominium,1,99 yrs from 24/08/2010,2014,HDB,544805,19,54,North East Region,Sengkang
WOODSVALE,"796,000","1,291.68",616,31-Oct-19,3 WOODLANDS DRIVE 72 #11-08,Resale,Strata,120,"6,633",-,Executive Condominium,1,99 yrs from 22/09/1997,2000,HDB,738090,25,73,North Region,Woodlands
LILYDALE,"826,000","1,237.86",667,31-Oct-19,556 YISHUN AVENUE 6 #02-11,Resale,Strata,115,"7,183",-,Executive Condominium,1,99 yrs from 12/09/2000,2003,HDB,768964,27,76,North Region,Yishun
PIERMONT GRAND,"1,512,900","1,334.74","1,133",31-Oct-19,30 SUMANG WALK #06-19,New Sale,Strata,124,"12,201",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828620,19,82,North East Region,Punggol
PIERMONT GRAND,"1,001,600",947.23,"1,057",31-Oct-19,36 SUMANG WALK #03-29,New Sale,Strata,88,"11,382",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828623,19,82,North East Region,Punggol
AUSTVILLE RESIDENCES,"900,000","1,022.58",880,31-Oct-19,21 SENGKANG EAST AVENUE #08-24,Resale,Strata,95,"9,474",-,Executive Condominium,1,99 yrs from 24/08/2010,2014,HDB,544809,19,54,North East Region,Sengkang
YEW MEI GREEN,"1,110,000","1,700.71",653,1-Nov-19,50 CHOA CHU KANG NORTH 6 #01-01,Resale,Strata,158,"7,025",-,Executive Condominium,1,99 yrs from 01/12/1997,2000,HDB,689574,23,68,West Region,Choa Chu Kang
THE TAMPINES TRILLIANT,"1,135,000","1,130.22","1,004",1-Nov-19,29 TAMPINES CENTRAL 7 #09-39,Resale,Strata,105,"10,810",-,Executive Condominium,1,99 yrs from 13/07/2011,2015,HDB,528612,18,52,East Region,Tampines
THE RIVERVALE,"1,100,000","1,367.03",805,1-Nov-19,1 RIVERVALE LINK #10-07,Resale,Strata,127,"8,661",-,Executive Condominium,1,99 yrs from 18/12/1997,2000,Private,545118,19,54,North East Region,Sengkang
PIERMONT GRAND,"1,200,600","1,130.22","1,062",1-Nov-19,40 SUMANG WALK #03-38,New Sale,Strata,105,"11,434",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828625,19,82,North East Region,Punggol
PIERMONT GRAND,"1,432,800","1,356.26","1,056",2-Nov-19,24 SUMANG WALK #16-08,New Sale,Strata,126,"11,371",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,Private,828678,19,82,North East Region,Punggol
PIERMONT GRAND,"1,066,300",990.29,"1,077",2-Nov-19,46 SUMANG WALK #17-53,New Sale,Strata,92,"11,590",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828628,19,82,North East Region,Punggol
PIERMONT GRAND,"1,489,600","1,334.74","1,116",3-Nov-19,28 SUMANG WALK #11-14,New Sale,Strata,124,"12,013",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828619,19,82,North East Region,Punggol
PIERMONT GRAND,"975,200",904.18,"1,079",3-Nov-19,44 SUMANG WALK #02-49,New Sale,Strata,84,"11,610",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,N.A,828627,19,82,North East Region,Punggol
THE FLORAVALE,"828,000","1,399.32",592,4-Nov-19,226 WESTWOOD AVENUE #02-18,Resale,Strata,130,"6,369",-,Executive Condominium,1,99 yrs from 16/12/1997,2000,HDB,648357,22,64,West Region,Jurong West
SUMMERDALE,"920,000","1,399.32",657,4-Nov-19,2 BOON LAY DRIVE #09-05,Resale,Strata,130,"7,077",-,Executive Condominium,1,99 yrs from 22/09/1997,2000,HDB,649925,22,64,West Region,Jurong West
PRIVE,"776,000",828.83,936,4-Nov-19,37 PUNGGOL FIELD #03-31,Resale,Strata,77,"10,078",-,Executive Condominium,1,99 yrs from 14/09/2010,2013,HDB,828809,19,82,North East Region,Punggol
NORTHOAKS,"1,120,000","2,346.55",477,4-Nov-19,22 WOODLANDS CRESCENT #15-36,Resale,Strata,218,"5,138",-,Executive Condominium,1,99 yrs from 16/12/1997,2000,HDB,738082,25,73,North Region,Woodlands
BLOSSOM RESIDENCES,"1,210,000","1,614.60",749,4-Nov-19,30 SEGAR ROAD #18-12,Resale,Strata,150,"8,067",-,Executive Condominium,1,99 yrs from 02/03/2011,2014,HDB,677721,23,67,West Region,Bukit Panjang
ESPARINA RESIDENCES,"1,110,000","1,001.05","1,109",5-Nov-19,127 COMPASSVALE BOW #04-33,Resale,Strata,93,"11,935",-,Executive Condominium,1,99 yrs from 02/06/2010,2013,Private,544821,19,54,North East Region,Sengkang
BELYSA,"1,030,000","1,248.62",825,5-Nov-19,59 PASIR RIS DRIVE 1 #18-13,Resale,Strata,116,"8,879",-,Executive Condominium,1,99 yrs from 24/01/2011,2014,Private,519532,18,51,East Region,Pasir Ris
THE FLORAVALE,"820,000","1,248.62",657,5-Nov-19,236 WESTWOOD AVENUE #08-38,Resale,Strata,116,"7,069",-,Executive Condominium,1,99 yrs from 16/12/1997,2000,Private,648362,22,64,West Region,Jurong West
RIVERPARC RESIDENCE,"1,060,000","1,237.86",856,5-Nov-19,90 PUNGGOL DRIVE #05-02,Resale,Strata,115,"9,217",-,Executive Condominium,1,99 yrs from 27/12/2010,2014,Private,828794,19,82,North East Region,Punggol
ESPARINA RESIDENCES,"1,130,000","1,001.05","1,129",5-Nov-19,127 COMPASSVALE BOW #02-33,Resale,Strata,93,"12,151",-,Executive Condominium,1,99 yrs from 02/06/2010,2013,Private,544821,19,54,North East Region,Sengkang
PINEVALE,"1,125,000","1,625.36",692,5-Nov-19,4 TAMPINES STREET 73 #08-01,Resale,Strata,151,"7,450",-,Executive Condominium,1,99 yrs from 31/01/1997,1999,HDB,528824,18,52,East Region,Tampines
YEW MEI GREEN,"883,000","1,291.68",684,5-Nov-19,52 CHOA CHU KANG NORTH 6 #13-18,Resale,Strata,120,"7,358",-,Executive Condominium,1,99 yrs from 01/12/1997,2000,HDB,689575,23,68,West Region,Choa Chu Kang
ESPARINA RESIDENCES,"1,340,888","1,162.51","1,153",5-Nov-19,117 COMPASSVALE BOW #12-13,Resale,Strata,108,"12,416",-,Executive Condominium,1,99 yrs from 02/06/2010,2013,HDB,544816,19,54,North East Region,Sengkang
PIERMONT GRAND,"1,508,800","1,334.74","1,130",6-Nov-19,30 SUMANG WALK #05-19,New Sale,Strata,124,"12,168",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,N.A,828620,19,82,North East Region,Punggol
WOODSVALE,"768,200","1,291.68",595,8-Nov-19,1 WOODLANDS DRIVE 72 #09-01,Resale,Strata,120,"6,402",-,Executive Condominium,1,99 yrs from 22/09/1997,2000,Private,738089,25,73,North Region,Woodlands
LILYDALE,"863,888","1,270.15",680,8-Nov-19,556 YISHUN AVENUE 6 #09-15,Resale,Strata,118,"7,321",-,Executive Condominium,1,99 yrs from 12/09/2000,2003,HDB,768964,27,76,North Region,Yishun
ARC AT TAMPINES,"745,000",807.3,923,8-Nov-19,3 TAMPINES AVENUE 8 #06-04,Resale,Strata,75,"9,933",-,Executive Condominium,1,99 yrs from 22/02/2011,2014,Private,529595,18,52,East Region,Tampines
YEW MEI GREEN,"878,000","1,291.68",680,8-Nov-19,52 CHOA CHU KANG NORTH 6 #14-20,Resale,Strata,120,"7,317",-,Executive Condominium,1,99 yrs from 01/12/1997,2000,HDB,689575,23,68,West Region,Choa Chu Kang
ARC AT TAMPINES,"1,068,900","1,130.22",946,8-Nov-19,5 TAMPINES AVENUE 8 #15-05,Resale,Strata,105,"10,180",-,Executive Condominium,1,99 yrs from 22/02/2011,2014,Private,529596,18,52,East Region,Tampines
BELYSA,"870,000",968.76,898,8-Nov-19,57 PASIR RIS DRIVE 1 #06-05,Resale,Strata,90,"9,667",-,Executive Condominium,1,99 yrs from 24/01/2011,2014,HDB,519531,18,51,East Region,Pasir Ris
RIVERPARC RESIDENCE,"1,068,000","1,227.10",870,8-Nov-19,94 PUNGGOL DRIVE #10-09,Resale,Strata,114,"9,368",-,Executive Condominium,1,99 yrs from 27/12/2010,2014,Private,828796,19,82,North East Region,Punggol
PIERMONT GRAND,"1,067,200",990.29,"1,078",9-Nov-19,38 SUMANG WALK #16-34,New Sale,Strata,92,"11,600",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828624,19,82,North East Region,Punggol
PIERMONT GRAND,"1,121,500","1,054.87","1,063",10-Nov-19,40 SUMANG WALK #03-39,New Sale,Strata,98,"11,444",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828625,19,82,North East Region,Punggol
PIERMONT GRAND,"1,672,800","1,506.96","1,110",10-Nov-19,26 SUMANG WALK #15-10,New Sale,Strata,140,"11,949",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828618,19,82,North East Region,Punggol
BLOSSOM RESIDENCES,"705,000",753.48,936,11-Nov-19,30 SEGAR ROAD #05-02,Resale,Strata,70,"10,071",-,Executive Condominium,1,99 yrs from 02/03/2011,2014,Private,677721,23,67,West Region,Bukit Panjang
THE CANOPY,"862,000","1,033.34",834,11-Nov-19,75 YISHUN AVENUE 11 #08-12,Resale,Strata,96,"8,979",-,Executive Condominium,1,99 yrs from 14/06/2010,2014,HDB,768860,27,76,North Region,Yishun
WINDERMERE,"880,000","1,280.92",687,11-Nov-19,28 CHOA CHU KANG STREET 64 #18-02,Resale,Strata,119,"7,395",-,Executive Condominium,1,99 yrs from 03/03/1997,1999,HDB,689097,23,68,West Region,Choa Chu Kang
PIERMONT GRAND,"1,024,000",968.76,"1,057",12-Nov-19,42 SUMANG WALK #11-44,New Sale,Strata,90,"11,378",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828626,19,82,North East Region,Punggol
THE TAMPINES TRILLIANT,"1,130,000","1,130.22","1,000",12-Nov-19,15 TAMPINES CENTRAL 7 #13-11,Resale,Strata,105,"10,762",-,Executive Condominium,1,99 yrs from 13/07/2011,2015,Private,528771,18,52,East Region,Tampines
BELYSA,"1,055,000","1,216.33",867,12-Nov-19,57 PASIR RIS DRIVE 1 #16-12,Resale,Strata,113,"9,336",-,Executive Condominium,1,99 yrs from 24/01/2011,2014,Private,519531,18,51,East Region,Pasir Ris
BLOSSOM RESIDENCES,"698,000",753.48,926,13-Nov-19,30 SEGAR ROAD #02-02,Resale,Strata,70,"9,971",-,Executive Condominium,1,99 yrs from 02/03/2011,2014,Private,677721,23,67,West Region,Bukit Panjang
ESPARINA RESIDENCES,"935,000",828.83,"1,128",14-Nov-19,111 COMPASSVALE BOW #10-01,Resale,Strata,77,"12,143",-,Executive Condominium,1,99 yrs from 02/06/2010,2013,HDB,544998,19,54,North East Region,Sengkang
PRIVE,"835,000",818.06,"1,021",15-Nov-19,33 PUNGGOL FIELD #17-09,Resale,Strata,76,"10,987",-,Executive Condominium,1,99 yrs from 14/09/2010,2013,Private,828817,19,82,North East Region,Punggol
THE QUINTET,"1,700,000","2,508.01",678,15-Nov-19,36 CHOA CHU KANG STREET 64 #18-02,Resale,Strata,233,"7,296",-,Executive Condominium,1,99 yrs from 22/01/2003,2006,Private,689101,23,68,West Region,Choa Chu Kang
THE CANOPY,"900,000","1,054.87",853,18-Nov-19,79 YISHUN AVENUE 11 #05-22,Resale,Strata,98,"9,184",-,Executive Condominium,1,99 yrs from 14/06/2010,2014,Private,768862,27,76,North Region,Yishun
ARC AT TAMPINES,"965,000",958,"1,007",18-Nov-19,19 TAMPINES AVENUE 8 #10-30,Resale,Strata,89,"10,843",-,Executive Condominium,1,99 yrs from 22/02/2011,2014,Private,529603,18,52,East Region,Tampines
ESPARINA RESIDENCES,"1,240,000","1,065.64","1,164",19-Nov-19,119 COMPASSVALE BOW #10-17,Resale,Strata,99,"12,525",-,Executive Condominium,1,99 yrs from 02/06/2010,2013,HDB,544817,19,54,North East Region,Sengkang
BLOSSOM RESIDENCES,"1,288,000","1,474.67",873,19-Nov-19,32 SEGAR ROAD #01-15,Resale,Strata,137,"9,401",-,Executive Condominium,1,99 yrs from 02/03/2011,2014,HDB,677722,23,67,West Region,Bukit Panjang
PRIVE,"1,060,000","1,097.93",965,19-Nov-19,35 PUNGGOL FIELD #13-21,Resale,Strata,102,"10,392",-,Executive Condominium,1,99 yrs from 14/09/2010,2013,Private,828818,19,82,North East Region,Punggol
AUSTVILLE RESIDENCES,"938,000","1,022.58",917,19-Nov-19,21 SENGKANG EAST AVENUE #16-25,Resale,Strata,95,"9,874",-,Executive Condominium,1,99 yrs from 24/08/2010,2014,Private,544809,19,54,North East Region,Sengkang
PRIVE,"1,150,000","1,334.74",862,20-Nov-19,31 PUNGGOL FIELD #01-05,Resale,Strata,124,"9,274",-,Executive Condominium,1,99 yrs from 14/09/2010,2013,HDB,828816,19,82,North East Region,Punggol
1 CANBERRA,"943,000","1,044.11",903,20-Nov-19,13 CANBERRA DRIVE #03-28,Resale,Strata,97,"9,722",-,Executive Condominium,1,99 yrs from 30/01/2012,2015,HDB,768072,27,76,North Region,Yishun
PIERMONT GRAND,"1,408,800","1,302.44","1,082",20-Nov-19,32 SUMANG WALK #15-23,New Sale,Strata,121,"11,643",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828621,19,82,North East Region,Punggol
RIVERPARC RESIDENCE,"786,000",828.83,948,20-Nov-19,98 PUNGGOL DRIVE #10-17,Resale,Strata,77,"10,208",-,Executive Condominium,1,99 yrs from 27/12/2010,2014,HDB,828798,19,82,North East Region,Punggol
PIERMONT GRAND,"1,086,100","1,044.11","1,040",21-Nov-19,42 SUMANG WALK #05-46,New Sale,Strata,97,"11,197",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,N.A,828626,19,82,North East Region,Punggol
BELYSA,"938,888","1,033.34",909,21-Nov-19,57 PASIR RIS DRIVE 1 #10-10,Resale,Strata,96,"9,780",-,Executive Condominium,1,99 yrs from 24/01/2011,2014,HDB,519531,18,51,East Region,Pasir Ris
LILYDALE,"795,000","1,270.15",626,21-Nov-19,556 YISHUN AVENUE 6 #03-14,Resale,Strata,118,"6,737",-,Executive Condominium,1,99 yrs from 12/09/2000,2003,HDB,768964,27,76,North Region,Yishun
THE ESPARIS,"955,000","1,291.68",739,22-Nov-19,7A PASIR RIS DRIVE 4 #02-09,Resale,Strata,120,"7,958",-,Executive Condominium,1,99 yrs from 21/01/2002,2005,HDB,519460,18,51,East Region,Pasir Ris
THE CANOPY,"888,000","1,022.58",868,22-Nov-19,71 YISHUN AVENUE 11 #08-01,Resale,Strata,95,"9,347",-,Executive Condominium,1,99 yrs from 14/06/2010,2014,HDB,768858,27,76,North Region,Yishun
RIVERPARC RESIDENCE,"1,068,000","1,237.86",863,22-Nov-19,90 PUNGGOL DRIVE #02-02,Resale,Strata,115,"9,287",-,Executive Condominium,1,99 yrs from 27/12/2010,2014,HDB,828794,19,82,North East Region,Punggol
PIERMONT GRAND,"967,200",839.59,"1,152",22-Nov-19,38 SUMANG WALK #09-33,New Sale,Strata,78,"12,400",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828624,19,82,North East Region,Punggol
LILYDALE,"1,398,888","2,551.07",548,22-Nov-19,550 YISHUN AVENUE 6 #13-02,Resale,Strata,237,"5,902",-,Executive Condominium,1,99 yrs from 12/09/2000,2003,HDB,768961,27,76,North Region,Yishun
ARC AT TAMPINES,"880,000",958,919,22-Nov-19,5 TAMPINES AVENUE 8 #02-08,Resale,Strata,89,"9,888",-,Executive Condominium,1,99 yrs from 22/02/2011,2014,HDB,529596,18,52,East Region,Tampines
PARK GREEN,"1,258,000","1,528.49",823,25-Nov-19,8 RIVERVALE LINK #12-14,Resale,Strata,142,"8,859",-,Executive Condominium,1,99 yrs from 17/08/2001,2004,HDB,545043,19,54,North East Region,Sengkang
LILYDALE,"812,000","1,194.80",680,25-Nov-19,552 YISHUN AVENUE 6 #10-05,Resale,Strata,111,"7,315",-,Executive Condominium,1,99 yrs from 12/09/2000,2003,HDB,768962,27,76,North Region,Yishun
EASTVALE,"880,000","1,280.92",687,25-Nov-19,37 PASIR RIS DRIVE 3 #01-02,Resale,Strata,119,"7,395",-,Executive Condominium,1,99 yrs from 26/06/1996,1999,Private,519494,18,51,East Region,Pasir Ris
PIERMONT GRAND,"1,520,300","1,506.96","1,009",26-Nov-19,32 SUMANG WALK #18-23,New Sale,Strata,140,"10,859",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828621,19,82,North East Region,Punggol
PIERMONT GRAND,"1,027,200",968.76,"1,060",26-Nov-19,42 SUMANG WALK #12-44,New Sale,Strata,90,"11,413",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828626,19,82,North East Region,Punggol
THE CANOPY,"710,000",871.88,814,26-Nov-19,81 YISHUN AVENUE 11 #04-26,Resale,Strata,81,"8,765",-,Executive Condominium,1,99 yrs from 14/06/2010,2014,HDB,768863,27,76,North Region,Yishun
PIERMONT GRAND,"1,197,600","1,130.22","1,060",27-Nov-19,40 SUMANG WALK #07-38,New Sale,Strata,105,"11,406",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828625,19,82,North East Region,Punggol
ARC AT TAMPINES,"850,000",958,887,27-Nov-19,21 TAMPINES AVENUE 8 #02-34,Resale,Strata,89,"9,551",-,Executive Condominium,1,99 yrs from 22/02/2011,2014,HDB,529604,18,52,East Region,Tampines
BISHAN LOFT,"1,668,000","1,377.79","1,211",28-Nov-19,33 BISHAN STREET 11 #22-11,Resale,Strata,128,"13,031",-,Executive Condominium,1,99 yrs from 13/12/2000,2003,Private,579820,20,57,Central Region,Bishan
NUOVO,"1,230,000","1,388.56",886,28-Nov-19,21 ANG MO KIO AVENUE 9 #08-01,Resale,Strata,129,"9,535",-,Executive Condominium,1,99 yrs from 02/05/2001,2004,Private,569786,20,56,North East Region,Ang Mo Kio
PIERMONT GRAND,"1,551,600","1,367.03","1,135",28-Nov-19,24 SUMANG WALK #03-06,New Sale,Strata,127,"12,217",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,N.A,828678,19,82,North East Region,Punggol
PIERMONT GRAND,"1,264,000","1,108.69","1,140",28-Nov-19,24 SUMANG WALK #13-07,New Sale,Strata,103,"12,272",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828678,19,82,North East Region,Punggol
THE CANOPY,"965,000","1,194.80",808,28-Nov-19,77 YISHUN AVENUE 11 #11-17,Resale,Strata,111,"8,694",-,Executive Condominium,1,99 yrs from 14/06/2010,2014,HDB,768861,27,76,North Region,Yishun
THE CANOPY,"1,099,000","1,291.68",851,28-Nov-19,85 YISHUN AVENUE 11 #02-34,Resale,Strata,120,"9,158",-,Executive Condominium,1,99 yrs from 14/06/2010,2014,HDB,768865,27,76,North Region,Yishun
BISHAN LOFT,"2,200,000","1,991.34","1,105",29-Nov-19,33 BISHAN STREET 11 #34-07,Resale,Strata,185,"11,892",-,Executive Condominium,1,99 yrs from 13/12/2000,2003,Private,579820,20,57,Central Region,Bishan
AUSTVILLE RESIDENCES,"920,000","1,033.34",890,29-Nov-19,15 SENGKANG EAST AVENUE #16-12,Resale,Strata,96,"9,583",-,Executive Condominium,1,99 yrs from 24/08/2010,2014,HDB,544806,19,54,North East Region,Sengkang
RIVERPARC RESIDENCE,"1,088,000","1,237.86",879,29-Nov-19,90 PUNGGOL DRIVE #06-02,Resale,Strata,115,"9,461",-,Executive Condominium,1,99 yrs from 27/12/2010,2014,HDB,828794,19,82,North East Region,Punggol
SIMEI GREEN CONDOMINIUM,"1,260,000","1,711.48",736,29-Nov-19,15 SIMEI STREET 4 #11-03,Resale,Strata,159,"7,925",-,Executive Condominium,1,99 yrs from 14/11/1996,1999,HDB,529868,18,52,East Region,Tampines
ARC AT TAMPINES,"1,180,000","1,291.68",914,29-Nov-19,3 TAMPINES AVENUE 8 #14-01,Resale,Strata,120,"9,833",-,Executive Condominium,1,99 yrs from 22/02/2011,2014,Private,529595,18,52,East Region,Tampines
PIERMONT GRAND,"998,700",904.18,"1,105",30-Nov-19,44 SUMANG WALK #03-49,New Sale,Strata,84,"11,889",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828627,19,82,North East Region,Punggol
PIERMONT GRAND,"1,502,400","1,334.74","1,126",1-Dec-19,28 SUMANG WALK #14-14,New Sale,Strata,124,"12,116",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828619,19,82,North East Region,Punggol
ARC AT TAMPINES,"955,000","1,044.11",915,2-Dec-19,19 TAMPINES AVENUE 8 #08-31,Resale,Strata,97,"9,845",-,Executive Condominium,1,99 yrs from 22/02/2011,2014,HDB,529603,18,52,East Region,Tampines
AUSTVILLE RESIDENCES,"1,010,000","1,151.75",877,2-Dec-19,23 SENGKANG EAST AVENUE #05-29,Resale,Strata,107,"9,439",-,Executive Condominium,1,99 yrs from 24/08/2010,2014,HDB,544810,19,54,North East Region,Sengkang
PRIVE,"1,110,000","1,097.93","1,011",3-Dec-19,31 PUNGGOL FIELD #16-01,Resale,Strata,102,"10,882",-,Executive Condominium,1,99 yrs from 14/09/2010,2013,HDB,828816,19,82,North East Region,Punggol
BLOSSOM RESIDENCES,"910,000","1,054.87",863,4-Dec-19,32 SEGAR ROAD #16-14,Resale,Strata,98,"9,286",-,Executive Condominium,1,99 yrs from 02/03/2011,2014,HDB,677722,23,67,West Region,Bukit Panjang
NORTHOAKS,"795,000","1,291.68",615,4-Dec-19,28 WOODLANDS CRESCENT #06-22,Resale,Strata,120,"6,625",-,Executive Condominium,1,99 yrs from 16/12/1997,2000,HDB,738085,25,73,North Region,Woodlands
RIVERPARC RESIDENCE,"963,000","1,076.40",895,4-Dec-19,102 PUNGGOL DRIVE #17-28,Resale,Strata,100,"9,630",-,Executive Condominium,1,99 yrs from 27/12/2010,2014,HDB,828800,19,82,North East Region,Punggol
PIERMONT GRAND,"1,073,800",968.76,"1,108",5-Dec-19,42 SUMANG WALK #13-44,New Sale,Strata,90,"11,931",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828626,19,82,North East Region,Punggol
PRIVE,"968,000","1,001.05",967,5-Dec-19,33 PUNGGOL FIELD #02-18,Resale,Strata,93,"10,409",-,Executive Condominium,1,99 yrs from 14/09/2010,2013,HDB,828817,19,82,North East Region,Punggol
NORTHOAKS,"798,000","1,248.62",639,5-Dec-19,30 WOODLANDS CRESCENT #07-13,Resale,Strata,116,"6,879",-,Executive Condominium,1,99 yrs from 16/12/1997,2000,HDB,738086,25,73,North Region,Woodlands
WHITEWATER,"750,000","1,130.22",664,6-Dec-19,23 PASIR RIS STREET 72 #14-06,Resale,Strata,105,"7,143",-,Executive Condominium,1,99 yrs from 23/07/2002,2005,HDB,518765,18,51,East Region,Pasir Ris
ESPARINA RESIDENCES,"1,260,000","1,065.64","1,182",6-Dec-19,119 COMPASSVALE BOW #08-17,Resale,Strata,99,"12,727",-,Executive Condominium,1,99 yrs from 02/06/2010,2013,HDB,544817,19,54,North East Region,Sengkang
LUSH ACRES,"1,018,000","1,054.87",965,6-Dec-19,1 FERNVALE CLOSE #09-04,Resale,Strata,98,"10,388",-,Executive Condominium,1,99 yrs from 13/02/2013,2016,HDB,797485,28,79,North East Region,Sengkang
WHITEWATER,"785,000","1,130.22",695,6-Dec-19,23 PASIR RIS STREET 72 #15-06,Resale,Strata,105,"7,476",-,Executive Condominium,1,99 yrs from 23/07/2002,2005,HDB,518765,18,51,East Region,Pasir Ris
AUSTVILLE RESIDENCES,"878,000","1,033.34",850,6-Dec-19,15 SENGKANG EAST AVENUE #03-12,Resale,Strata,96,"9,146",-,Executive Condominium,1,99 yrs from 24/08/2010,2014,HDB,544806,19,54,North East Region,Sengkang
PIERMONT GRAND,"1,012,100",839.59,"1,205",8-Dec-19,38 SUMANG WALK #10-33,New Sale,Strata,78,"12,976",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828624,19,82,North East Region,Punggol
PIERMONT GRAND,"1,093,000",968.76,"1,128",8-Dec-19,42 SUMANG WALK #07-42,New Sale,Strata,90,"12,144",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828626,19,82,North East Region,Punggol
